Is Block Set?,creativeTab,New Block?,Update,Status,Label,Block Name,Source,Author,Block Type,Block Set Name,Notes,,
FALSE,westeros_wood_planks_tab,FALSE,Wood Update,Ready For Work,Birch Fence with Vines,birch_fence_with_vines,,,fence,,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,In Progress,Birch Vertical Planks Half_door,birch_half_door,,,cuboid-nsew,birch_vertical_planks,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Birch Wood Hopper,birch_hopper,Doku,,cuboid,birch,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Birch Wood,birch_planks,Doku,,solid,birch,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Birch Wood Slab,birch_slab,Doku,,slab,birch,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Birch Wood Stairs,birch_stairs,Doku,,stair,birch,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Birch Wood Window_frame,birch_timber_window_frame,Doku,,solid,birch,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Birch Wood Window_frame_mullion,birch_timber_window_frame_mullion,Doku,,solid,birch,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Birch Wood Tip,birch_tip,Doku,,cuboid,birch,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Birch Vertical Planks,birch_vertical_planks,,,solid,birch_vertical_planks,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Birch Vertical Planks Carpet,birch_vertical_planks_carpet,,,cuboid,birch_vertical_planks,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Birch Vertical Planks Fence,birch_vertical_planks_fence,,,fence,birch_vertical_planks,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Birch Vertical Planks Hopper,birch_vertical_planks_hopper,,,cuboid,birch_vertical_planks,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Birch Vertical Planks Slab,birch_vertical_planks_slab,,,slab,birch_vertical_planks,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Birch Vertical Planks Stairs,birch_vertical_planks_stairs,,,stair,birch_vertical_planks,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Birch Vertical Planks Tip,birch_vertical_planks_tip,,,cuboid,birch_vertical_planks,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Birch Vertical Planks Wall,birch_vertical_planks_wall,,,wall,birch_vertical_planks,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Birch Wood Wall,birch_wall,Doku,,wall,birch,,,
FALSE,westeros_windows_glass_tab,FALSE,Wood Update,Complete,Birch Window Shutters,birch_window_shutters,,,halfdoor,,,,
FALSE,westeros_banners_tab,FALSE,Fabric Update,,Embroidered Black Banner,black_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_misc_tab,FALSE,,,Melted Ashlar Black Bricicle,black_bricicle,,,web,,,,
FALSE,westeros_panelling_carvings_tab,FALSE,,,Ashlar Engraved Black,black_brick_engraved,,,solid,,,,
FALSE,westeros_panelling_carvings_tab,FALSE,,,Ashlar Engraved Black Wall,black_brick_engraved_wall,,,wall,,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Black,black_granite,,,solid,black_granite,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Black Arrow_slit,black_granite_arrow_slit,,,solid,black_granite,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Black Arrow_slit_ornate,black_granite_arrow_slit_ornate,,,solid,black_granite,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Black Arrow_slit_window,black_granite_arrow_slit_window,,,solid,black_granite,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Black Fence,black_granite_fence,,,fence,black_granite,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Black Hopper,black_granite_hopper,,,cuboid,black_granite,,,
TRUE,westeros_polished_stone_tab,FALSE,,,Polished Stone Black,black_granite_polished,Doku,,solid,black_granite_polished,,,
TRUE,westeros_polished_stone_tab,FALSE,,,Polished Stone Black Slab,black_granite_polished_slab,Doku,,slab,black_granite_polished,,,
TRUE,westeros_polished_stone_tab,FALSE,,,Polished Stone Black Stairs,black_granite_polished_stairs,Doku,,stair,black_granite_polished,,,
TRUE,westeros_polished_stone_tab,FALSE,,,Polished Stone Black Wall,black_granite_polished_wall,Doku,,wall,black_granite_polished,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Black Slab,black_granite_slab,,,slab,black_granite,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Black Stairs,black_granite_stairs,,,stair,black_granite,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Black Tip,black_granite_tip,,,cuboid,black_granite,,,
TRUE,westeros_medium_ashlar_tab,FALSE,,,Medium Ashlar Black Wall,black_granite_wall,,,wall,black_granite,,,
TRUE,westeros_smooth_ashlar_tab,FALSE,,,Smooth Ashlar Black,black_light_stone,,,solid,black_light_stone,,,
TRUE,westeros_smooth_ashlar_tab,FALSE,,,Smooth Ashlar Black Arrow_slit,black_light_stone_arrow_slit,,,solid,black_light_stone,,,
TRUE,westeros_smooth_ashlar_tab,FALSE,,,Smooth Ashlar Black Arrow_slit_ornate,black_light_stone_arrow_slit_ornate,,,solid,black_light_stone,,,
TRUE,westeros_smooth_ashlar_tab,FALSE,,,Smooth Ashlar Black Arrow_slit_window,black_light_stone_arrow_slit_window,,,solid,black_light_stone,,,
TRUE,westeros_smooth_ashlar_tab,FALSE,,,Smooth Ashlar Black Fence,black_light_stone_fence,,,fence,black_light_stone,,,
TRUE,westeros_smooth_ashlar_tab,FALSE,,,Smooth Ashlar Black Hopper,black_light_stone_hopper,,,cuboid,black_light_stone,,,
TRUE,westeros_smooth_ashlar_tab,FALSE,,,Smooth Ashlar Black Slab,black_light_stone_slab,,,slab,black_light_stone,,,
TRUE,westeros_smooth_ashlar_tab,FALSE,,,Smooth Ashlar Black Stairs,black_light_stone_stairs,,,stair,black_light_stone,,,
TRUE,westeros_smooth_ashlar_tab,FALSE,,,Smooth Ashlar Black Tip,black_light_stone_tip,,,cuboid,black_light_stone,,,
TRUE,westeros_smooth_ashlar_tab,FALSE,,,Smooth Ashlar Black Wall,black_light_stone_wall,,,wall,black_light_stone,,,
TRUE,westeros_misc_tab,FALSE,,,Melted Ashlar Black,black_melted_brick,,,solid,black_melted_brick,,,
TRUE,westeros_misc_tab,FALSE,,,Melted Ashlar Black Fence,black_melted_brick_fence,,,fence,black_melted_brick,,,
TRUE,westeros_misc_tab,FALSE,,,Melted Ashlar Black Hopper,black_melted_brick_hopper,,,cuboid,black_melted_brick,,,
TRUE,westeros_misc_tab,FALSE,,,Melted Ashlar Black Slab,black_melted_brick_slab,,,slab,black_melted_brick,,,
TRUE,westeros_misc_tab,FALSE,,,Melted Ashlar Black Stairs,black_melted_brick_stairs,,,stair,black_melted_brick,,,
TRUE,westeros_misc_tab,FALSE,,,Melted Ashlar Black Tip,black_melted_brick_tip,,,cuboid,black_melted_brick,,,
TRUE,westeros_misc_tab,FALSE,,,Melted Ashlar Black Wall,black_melted_brick_wall,,,wall,black_melted_brick,,,
TRUE,westeros_roofing_tab,FALSE,Roofing Update,Ready For Work,Black Slate,black_slate,,,solid,black_slate,,,
TRUE,westeros_roofing_tab,FALSE,Roofing Update,Ready For Work,Black Slate Fence,black_slate_fence,,,fence,black_slate,,,
TRUE,westeros_roofing_tab,FALSE,Roofing Update,Ready For Work,Black Slate Hopper,black_slate_hopper,,,cuboid,black_slate,,,
TRUE,westeros_roofing_tab,FALSE,Roofing Update,Ready For Work,Black Slate Slab,black_slate_slab,,,slab,black_slate,,,
TRUE,westeros_roofing_tab,FALSE,Roofing Update,Ready For Work,Black Slate Stairs,black_slate_stairs,,,stair,black_slate,,,
TRUE,westeros_roofing_tab,FALSE,Roofing Update,Ready For Work,Black Slate Tip,black_slate_tip,,,cuboid,black_slate,,,
TRUE,westeros_roofing_tab,FALSE,Roofing Update,Ready For Work,Black Slate Wall,black_slate_wall,,,wall,black_slate,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Black Wood Window_frame,black_timber_window_frame,Doku,,solid,black_wood,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Black Wood Window_frame_mullion,black_timber_window_frame_mullion,Doku,,solid,black_wood,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Black Wood,black_wood,Doku,,solid,black_wood,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Black Wood Carpet,black_wood_carpet,Doku,,cuboid,black_wood,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Black Wood Fence,black_wood_fence,Doku,,fence,black_wood,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Black Wood Vertical Planks Half_door,black_wood_half_door,Doku,,cuboid-nsew,black_wood_vertical_planks,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Black Wood Hopper,black_wood_hopper,Doku,,cuboid,black_wood,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Black Wood Slab,black_wood_slab,Doku,,slab,black_wood,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Black Wood Stairs,black_wood_stairs,Doku,,stair,black_wood,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Black Wood Tip,black_wood_tip,Doku,,cuboid,black_wood,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Black Wood Vertical Planks,black_wood_vertical_planks,Doku,,solid,black_wood_vertical_planks,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Black Wood Vertical Planks Carpet,black_wood_vertical_planks_carpet,Doku,,cuboid,black_wood_vertical_planks,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Black Wood Vertical Planks Fence,black_wood_vertical_planks_fence,Doku,,fence,black_wood_vertical_planks,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Black Wood Vertical Planks Hopper,black_wood_vertical_planks_hopper,Doku,,cuboid,black_wood_vertical_planks,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Black Wood Vertical Planks Slab,black_wood_vertical_planks_slab,Doku,,slab,black_wood_vertical_planks,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Black Wood Vertical Planks Stairs,black_wood_vertical_planks_stairs,Doku,,stair,black_wood_vertical_planks,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Black Wood Vertical Planks Tip,black_wood_vertical_planks_tip,Doku,,cuboid,black_wood_vertical_planks,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Black Wood Vertical Planks Wall,black_wood_vertical_planks_wall,Doku,,wall,black_wood_vertical_planks,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Black Wood Wall,black_wood_wall,Doku,,wall,black_wood,,,
TRUE,westeros_cloth_fibers_tab,FALSE,Fabric Update,,Black Wool,black_wool,Doku,,solid,black_wool,,,
FALSE,westeros_banners_tab,FALSE,Fabric Update,,Black Wool Banner,black_wool_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
TRUE,westeros_cloth_fibers_tab,FALSE,Fabric Update,,Black Wool Carpet,black_wool_carpet,Doku,,cuboid,black_wool,,,
TRUE,westeros_cloth_fibers_tab,FALSE,Fabric Update,,Black Wool Fence,black_wool_fence,Doku,,fence,black_wool,,,
TRUE,westeros_cloth_fibers_tab,FALSE,Fabric Update,,Black Wool Slab,black_wool_slab,Doku,,slab,black_wool,,,
TRUE,westeros_cloth_fibers_tab,FALSE,Fabric Update,,Black Wool Stairs,black_wool_stairs,Doku,,stair,black_wool,,,
TRUE,westeros_cloth_fibers_tab,FALSE,Fabric Update,,Black Wool Tip,black_wool_tip,Doku,,cuboid,black_wool,,,
TRUE,westeros_cloth_fibers_tab,FALSE,Fabric Update,,Black Wool Wall,black_wool_wall,Doku,,wall,black_wool,,,
FALSE,westeros_banners_tab,FALSE,Fabric Update,,Blackbar Banner,blackbar_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_foliage_tab,FALSE,,,Blackberry Bush,blackberry_bush,,,leaves,,,,
FALSE,westeros_banners_tab,FALSE,Fabric Update,,Blackfyre Banner,blackfyre_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_banners_tab,FALSE,Fabric Update,,Blackfyre Old Banner,blackfyre_old_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_banners_tab,FALSE,Fabric Update,,Blackmont Banner,blackmont_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_sounds_tab,FALSE,,,Blacksmith Large,blacksmith_large,,,sound,,,,
FALSE,westeros_sounds_tab,FALSE,,,Blacksmith Small,blacksmith_small,,,sound,,,,
FALSE,westeros_banners_tab,FALSE,Fabric Update,,Blacktyde Banner,blacktyde_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_banners_tab,FALSE,Fabric Update,,Blackwood Banner,blackwood_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_decor_tab,FALSE,,,Blood,blood,WesterosBlocks,,cuboid,,,,
FALSE,westeros_banners_tab,FALSE,Fabric Update,,Embroidered Blue Banner,blue_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_flowers_tab,FALSE,Crops/Plants Update,,Blue Bells,blue_bells,,,plant,,,,
FALSE,westeros_flowers_tab,FALSE,Crops/Plants Update,,Blue Chicory,blue_chicory,,,plant,,,,
FALSE,westeros_flowers_tab,FALSE,Crops/Plants Update,,Blue Flax,blue_flax,,,plant,,,,
FALSE,westeros_flowers_tab,FALSE,Crops/Plants Update,,Blue Forget-me-nots,blue_forgetmenots,,,plant,,,,
FALSE,westeros_flowers_tab,FALSE,Crops/Plants Update,,Blue Hyacinth,blue_hyacinth,,,plant,,,,
FALSE,westeros_flowers_tab,FALSE,Crops/Plants Update,,Blue Orchid,blue_orchid,,,plant,,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Blue Plaster Smooth,blue_plaster,,,solid,blue_plaster,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Blue Plaster Smooth Fence,blue_plaster_fence,,,fence,blue_plaster,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Blue Plaster Smooth Hopper,blue_plaster_hopper,,,cuboid,blue_plaster,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Blue Plaster Rough,blue_plaster_rough,,,solid,blue_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Blue Plaster Rough Fence,blue_plaster_rough_fence,,,fence,blue_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Blue Plaster Rough Hopper,blue_plaster_rough_hopper,,,cuboid,blue_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Blue Plaster Rough Slab,blue_plaster_rough_slab,,,slab,blue_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Blue Plaster Rough Stairs,blue_plaster_rough_stairs,,,stair,blue_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Blue Plaster Rough Tip,blue_plaster_rough_tip,,,cuboid,blue_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Blue Plaster Rough Wall,blue_plaster_rough_wall,,,wall,blue_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Blue Plaster Smooth Slab,blue_plaster_slab,,,slab,blue_plaster,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Blue Plaster Smooth Stairs,blue_plaster_stairs,,,stair,blue_plaster,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Blue Plaster Smooth Tip,blue_plaster_tip,,,cuboid,blue_plaster,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Blue Plaster Smooth Wall,blue_plaster_wall,,,wall,blue_plaster,,,
TRUE,westeros_roofing_tab,FALSE,Roofing Update,Ready For Work,Blue Slate,blue_slate,,,solid,blue_slate,,,
TRUE,westeros_roofing_tab,FALSE,Roofing Update,Ready For Work,Blue Slate Fence,blue_slate_fence,,,fence,blue_slate,,,
TRUE,westeros_roofing_tab,FALSE,Roofing Update,Ready For Work,Blue Slate Hopper,blue_slate_hopper,,,cuboid,blue_slate,,,
TRUE,westeros_roofing_tab,FALSE,Roofing Update,Ready For Work,Blue Slate Slab,blue_slate_slab,,,slab,blue_slate,,,
TRUE,westeros_roofing_tab,FALSE,Roofing Update,Ready For Work,Blue Slate Stairs,blue_slate_stairs,,,stair,blue_slate,,,
TRUE,westeros_roofing_tab,FALSE,Roofing Update,Ready For Work,Blue Slate Tip,blue_slate_tip,,,cuboid,blue_slate,,,
TRUE,westeros_roofing_tab,FALSE,Roofing Update,Ready For Work,Blue Slate Wall,blue_slate_wall,,,wall,blue_slate,,,
FALSE,westeros_flowers_tab,FALSE,Crops/Plants Update,,Blue Swamp Bells,blue_swamp_bells,,,plant,,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Blue Wood Window_frame,blue_timber_window_frame,Doku,,solid,blue_wood,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Blue Wood Window_frame_mullion,blue_timber_window_frame_mullion,Doku,,solid,blue_wood,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Blue Wood,blue_wood,Doku,,solid,blue_wood,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Blue Wood Carpet,blue_wood_carpet,Doku,,cuboid,blue_wood,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Blue Wood Fence,blue_wood_fence,Doku,,fence,blue_wood,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Blue Wood Vertical Planks Half_door,blue_wood_half_door,Doku,,cuboid-nsew,blue_wood_vertical_planks,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Blue Wood Hopper,blue_wood_hopper,Doku,,cuboid,blue_wood,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Blue Wood Slab,blue_wood_slab,Doku,,slab,blue_wood,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Blue Wood Stairs,blue_wood_stairs,Doku,,stair,blue_wood,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Blue Wood Tip,blue_wood_tip,Doku,,cuboid,blue_wood,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Blue Wood Vertical Planks,blue_wood_vertical_planks,Doku,,solid,blue_wood_vertical_planks,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Blue Wood Vertical Planks Carpet,blue_wood_vertical_planks_carpet,Doku,,cuboid,blue_wood_vertical_planks,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Blue Wood Vertical Planks Fence,blue_wood_vertical_planks_fence,Doku,,fence,blue_wood_vertical_planks,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Blue Wood Vertical Planks Hopper,blue_wood_vertical_planks_hopper,Doku,,cuboid,blue_wood_vertical_planks,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Blue Wood Vertical Planks Slab,blue_wood_vertical_planks_slab,Doku,,slab,blue_wood_vertical_planks,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Blue Wood Vertical Planks Stairs,blue_wood_vertical_planks_stairs,Doku,,stair,blue_wood_vertical_planks,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Blue Wood Vertical Planks Tip,blue_wood_vertical_planks_tip,Doku,,cuboid,blue_wood_vertical_planks,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Blue Wood Vertical Planks Wall,blue_wood_vertical_planks_wall,Doku,,wall,blue_wood_vertical_planks,,,
TRUE,westeros_wood_planks_tab,FALSE,Wood Update,Complete,Blue Wood Wall,blue_wood_wall,Doku,,wall,blue_wood,,,
TRUE,westeros_cloth_fibers_tab,FALSE,,,Blue Wool,blue_wool,Doku,,solid,blue_wool,,,
FALSE,westeros_banners_tab,FALSE,,,Blue Wool Banner,blue_wool_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
TRUE,westeros_cloth_fibers_tab,FALSE,,,Blue Wool Carpet,blue_wool_carpet,Doku,,cuboid,blue_wool,,,
TRUE,westeros_cloth_fibers_tab,FALSE,,,Blue Wool Fence,blue_wool_fence,Doku,,fence,blue_wool,,,
TRUE,westeros_cloth_fibers_tab,FALSE,,,Blue Wool Slab,blue_wool_slab,Doku,,slab,blue_wool,,,
TRUE,westeros_cloth_fibers_tab,FALSE,,,Blue Wool Stairs,blue_wool_stairs,Doku,,stair,blue_wool,,,
TRUE,westeros_cloth_fibers_tab,FALSE,,,Blue Wool Tip,blue_wool_tip,Doku,,cuboid,blue_wool,,,
TRUE,westeros_cloth_fibers_tab,FALSE,,,Blue Wool Wall,blue_wool_wall,Doku,,wall,blue_wool,,,
FALSE,westeros_foliage_tab,FALSE,,,Blueberry Bush,blueberry_bush,,,leaves,,,,
FALSE,westeros_panelling_carvings_tab,FALSE,,,Blue/Green Carved Sandstone,bluegreen_carved_sandstone,,,solid,,,,
TRUE,westeros_grass_dirt_tab,FALSE,,,Bog,bog,WesterosBlocks,,solid,bog,,,
TRUE,westeros_grass_dirt_tab,FALSE,,,Bog Slab,bog_slab,WesterosBlocks,,slab,bog,,,
FALSE,westeros_banners_tab,FALSE,,,Bolling Banner,bolling_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_banners_tab,FALSE,,,Bolton Banner,bolton_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_grass_dirt_tab,FALSE,,,Bone Dirt,bone_dirt,,,solid,,,,
FALSE,westeros_decor_tab,FALSE,,,Bones,bones,WesterosBlocks,,cuboid-ne,,,,
FALSE,westeros_furniture_tab,FALSE,Wood Update,Ready For Work,Bookshelf Abandoned,bookshelf_abandoned,WesterosBlocks,,solid,,,,
FALSE,westeros_furniture_tab,FALSE,Wood Update,Ready For Work,Bookshelf Library,bookshelf_library,Doku,,solid,,,,
FALSE,westeros_furniture_tab,FALSE,Wood Update,Ready For Work,Bookshelf Maester,bookshelf_maester,Doku,,solid,,,,
FALSE,westeros_banners_tab,FALSE,,,Botley Banner,botley_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_grasses_shrubs_tab,FALSE,,,Bracken,bracken,Conquest Reforged,,plant,,,,
FALSE,westeros_banners_tab,FALSE,,,Bracken Banner,bracken_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_banners_tab,FALSE,,,Bracken Damaged Banner,bracken_damaged_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_banners_tab,FALSE,,,Brax Banner,brax_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_lighting_tab,FALSE,,,Lit Brazier,brazier,WesterosBlocks,,beacon,,,,
FALSE,westeros_lighting_tab,FALSE,,,Unlit Brazier,brazier2,WesterosBlocks,,beacon,,,,
FALSE,westeros_food_blocks_tab,FALSE,,,Bread Block,bread_block,,,cuboid,,,,
TRUE,westeros_brick_tab,FALSE,,,Orange Brick Rough Stairs,brick_stairs,,,stair,orange_brick,,,
FALSE,westeros_furniture_tab,FALSE,Wood Update,Ready For Work,Broken Cabinet,broken_cabinet,WesterosBlocks,,solid,,,,
